#GENE	CTX-M-XDP2
Gm16183	1
Gm16184	0
Gm16185	0
Gm16186	0
Gm16188	0
Gm16189	0
Gm16191	0
Gm16192	3
Gm16193	0
Gm16195	0
Gm16196	0
Gm16198	0
Gm16199	1
Gm16200	0
Gm16201	33
Gm16202	0
Gm16204	0
Gm16205	0
Gm16206	0
Gm16208	0
Gm16209	1
Gm16210	1
Gm16211	0
Gm16212	2
Gm16213	0
Gm16214	0
Gm16215	0
Gm16216	0
Gm16217	0
Gm16218	0
Gm16219	0
Gm16220	0
Gm16221	0
Gm16222	1
Gm16223	1
Gm16224	0
Gm16225	0
Gm16226	0
Gm16227	0
Gm16228	0
Gm16229	12
Gm16230	4
Gm16231	0
Gm16232	0
Gm16233	0
Gm16234	1
Gm16235	1
Gm16236	0
Gm16237	0
Gm16238	1
Gm16239	0
Gm16240	0
Gm16242	0
Gm16243	0
Gm16244	10
Gm16246	0
Gm16248	0
Gm16249	0
Gm16250	0
Gm16251	0
Gm16252	1
Gm16253	0
Gm16254	0
Gm16259	1
Gm16260	0
Gm16261	0
Gm16262	0
Gm16263	5
Gm16265	0
Gm16267	0
Gm16268	4
Gm16269	0
Gm1627	0
Gm16270	0
Gm16271	0
Gm16272	1
Gm16273	0
Gm16274	0
Gm16275	0
Gm16276	1
Gm16277	0
Gm16278	51
Gm16279	0
Gm16280	0
Gm16282	0
Gm16283	0
Gm16284	0
Gm16285	0
Gm16286	1731
Gm16287	5
Gm16288	0
Gm16289	0
Gm16290	0
Gm16291	6
Gm16294	3
Gm16295	0
Gm16296	0
Gm16297	0
Gm16298	1
Gm16299	2
Gm16300	0
Gm16301	0
Gm16302	2
Gm16303	0
Gm16304	0
Gm16305	0
Gm16306	1
Gm16307	0
Gm16308	0
Gm16310	0
Gm16311	0
Gm16312	0
Gm16315	0
Gm16316	1
Gm16318	0
Gm16321	0
Gm16322	5
Gm16323	17
Gm16325	0
Gm16326	0
Gm16327	0
Gm16328	0
Gm16329	0
Gm16330	0
Gm16331	0
Gm16332	0
Gm16333	0
Gm16335	0
Gm16336	0
Gm16337	0
Gm16339	25
Gm16341	0
Gm16342	0
Gm16343	0
Gm16344	0
Gm16345	0
Gm16346	0
Gm16347	0
Gm16348	0
Gm16349	0
Gm16350	0
Gm16351	0
Gm16353	0
Gm16354	0
Gm16355	0
Gm16356	0
Gm16357	0
Gm16358	0
Gm16359	0
Gm16362	0
Gm16363	0
Gm16364	3
Gm16368	0
Gm16372	0
Gm16373	0
Gm16374	2
Gm16378	100
Gm16379	5
Gm16380	0
Gm16381	0
Gm16383	0
Gm16385	13
Gm16386	25
Gm16387	0
Gm16391	0
Gm16394	0
Gm16397	2
Gm16399	2
Gm16400	0
Gm16401	12
Gm16404	0
Gm16405	0
Gm16407	0
Gm16409	0
Gm16410	1
Gm16411	0
Gm16412	0
Gm16415	1
Gm16416	0
Gm16418	50
Gm16419	0
Gm16420	0
Gm16421	0
Gm16423	0
Gm16425	3
Gm16427	0
Gm16428	0
Gm16429	0
Gm16430	0
Gm16431	0
Gm16433	2
Gm16434	0
Gm16436	0
Gm16437	4
Gm16439	9
Gm16440	0
Gm16441	0
Gm16443	0
Gm16445	0
Gm16451	0
Gm16456	0
Gm16458	0
Gm16459	0
Gm16463	0
Gm16464	4
Gm16465	0
Gm1647	0
Gm16470	10
Gm16471	0
Gm16475	0
Gm16476	0
Gm16477	0
Gm16478	0
Gm16479	0
Gm16480	0
Gm16481	0
Gm16485	566
Gm16487	0
Gm16490	0
Gm16494	0
Gm16497	0
Gm16499	71
Gm16505	0
Gm16506	0
Gm16508	0
Gm16510	0
Gm16511	0
Gm16513	0
Gm16518	2
Gm16519	1
Gm16523	1
Gm16531	0
Gm16533	0
Gm16534	0
Gm16536	347
Gm16537	8
Gm16538	0
Gm16539	0
Gm16540	1
Gm16541	0
Gm16545	0
Gm16546	0
Gm16547	0
Gm16548	0
Gm16549	2
Gm16550	1
Gm16551	0
Gm16552	0
Gm16553	4
Gm16554	0
Gm16555	0
Gm16556	0
Gm16557	0
Gm16558	0
Gm16559	0
Gm16560	0
Gm16561	0
Gm16563	0
Gm16564	1
Gm16565	0
Gm16567	0
Gm16568	0
Gm16569	0
Gm16570	0
Gm16571	0
Gm16572	1
Gm16573	0
Gm16574	0
Gm16575	0
Gm16576	12
Gm16577	1
Gm16578	0
Gm16579	0
Gm16580	19
Gm16581	2
Gm16582	0
Gm16584	0
Gm16585	0
Gm16587	0
Gm16588	0
Gm16589	11
Gm16596	15
Gm16599	0
Gm16617	0
Gm16618	1
Gm16630	0
Gm16638	307
Gm1667	2
Gm16675	19
Gm16677	0
Gm16685	0
Gm16701	201
Gm16712	4
Gm16725	0
Gm16726	0
Gm1673	521
Gm16731	0
Gm16740	19
Gm16741	0
Gm16751	0
Gm16754	0
Gm16758	22
Gm16759	5
Gm16764	0
Gm16793	16
Gm16794	39
Gm16796	11
Gm16833	0
Gm16835	35
Gm16838	3
Gm16845	9
Gm16853	4
Gm16861	28
Gm16863	1
Gm16867	47
Gm16876	0
Gm16892	7
Gm16894	35
Gm16897	19
Gm16933	6
Gm16938	11
Gm16958	11
Gm16968	0
Gm16973	37
Gm16976	3
Gm1698	0
Gm16982	0
Gm16984	1
Gm16998	6
Gm17014	0
Gm17017	5
Gm17018	1478
Gm17019	0
Gm17020	0
Gm17021	2
Gm17022	0
Gm17023	0
Gm17024	0
Gm17025	3
Gm17026	0
Gm17027	0
Gm17028	0
Gm17029	47
Gm17030	2
Gm17031	0
Gm17032	0
Gm17033	0
Gm17034	0
Gm17035	0
Gm17036	0
Gm17038	0
Gm17039	2
Gm17040	6
Gm17041	0
Gm17042	0
Gm17043	0
Gm17044	0
Gm17045	0
Gm17046	0
Gm17047	0
Gm17048	0
Gm17051	0
Gm17052	0
Gm17053	0
Gm17054	0
Gm17055	4
Gm17056	0
Gm17057	0
Gm17058	0
Gm17059	0
Gm17060	0
Gm17061	0
Gm17062	0
Gm17063	0
Gm17064	0
Gm17065	0
Gm17066	128
Gm17067	0
Gm17068	1
Gm17069	0
Gm17070	0
Gm17072	0
Gm17073	0
Gm17074	0
Gm17075	0
Gm17076	0
Gm17077	0
Gm17078	0
Gm17079	0
Gm17080	0
Gm17081	0
Gm17082	0
Gm17083	0
Gm17084	0
Gm17085	0
Gm17086	0
Gm17087	1
Gm17088	0
Gm17089	0
Gm17090	0
Gm17091	0
Gm17092	20
Gm17093	0
Gm17094	0
Gm17096	0
Gm17097	0
Gm17098	4
Gm17099	0
Gm17100	0
Gm17101	0
Gm17102	41
Gm17103	0
Gm17105	0
Gm17106	0
Gm17107	0
Gm17108	4
Gm17109	0
Gm17110	1
Gm17111	5
Gm17112	3
Gm17113	0
Gm17114	0
Gm17115	23
Gm17116	4
Gm17117	0
Gm17118	0
Gm17119	0
Gm17120	0
Gm17121	0
Gm17122	1
Gm17124	0
Gm17126	0
Gm17129	0
Gm17130	0
Gm17131	0
Gm17132	0
Gm17133	0
Gm17134	0
Gm17135	2
Gm17136	0
Gm17137	0
Gm17138	1
Gm17139	1
Gm17140	0
Gm17141	0
Gm17142	0
Gm17146	2
Gm17147	0
Gm17148	0
Gm17149	0
Gm1715	1
Gm17150	0
Gm17151	0
Gm17152	0
Gm17153	0
Gm17154	0
Gm17155	0
Gm17157	0
Gm17158	0
Gm17159	0
Gm17160	0
Gm17161	0
Gm17162	0
Gm17163	2
Gm17164	0
Gm17165	0
Gm17166	0
Gm17167	9
Gm17168	1
Gm17169	0
Gm17170	0
Gm17171	2
Gm17172	0
Gm17173	0
Gm17174	0
Gm17175	0
Gm17177	0
Gm17178	0
Gm17180	0
Gm17181	0
Gm17182	0
Gm17183	0
Gm17184	0
Gm17186	0
Gm17187	0
Gm17188	0
Gm17189	0
Gm17190	0
Gm17191	0
Gm17192	0
Gm17193	2
Gm17194	0
Gm17195	2
Gm17196	0
Gm17197	2
Gm17198	0
Gm17199	1
Gm1720	0
Gm17200	0
Gm17201	7
Gm17202	5
Gm17203	0
Gm17204	0
Gm17205	0
Gm17206	0
Gm17207	0
Gm17208	0
Gm17210	0
Gm17212	0
Gm17213	0
Gm17214	0
Gm17215	0
Gm17216	0
Gm17217	0
Gm17218	0
Gm17219	0
Gm17221	0
Gm17222	0
Gm17223	0
Gm17224	8
Gm17225	0
Gm17226	0
Gm17227	0
Gm17228	1
Gm17229	0
Gm17230	0
Gm17231	0
Gm17232	1
Gm17233	0
Gm17234	0
Gm17235	0
Gm17241	6
Gm17244	43
Gm17249	6
Gm17251	54
Gm17258	0
Gm17259	25
Gm17266	0
Gm17267	0
Gm17268	0
Gm17271	0
Gm17276	33
Gm17300	0
Gm17304	0
Gm17308	0
Gm17322	1022
Gm17324	6
Gm17330	0
Gm17332	0
Gm17333	0
Gm17334	3
Gm17344	3
Gm17349	2
Gm17354	76
Gm17359	1
Gm17361	0
Gm17364	35
Gm17366	0
Gm17374	0
Gm17376	0
Gm17377	0
Gm17382	5
Gm17383	22
Gm17387	0
Gm17391	0
Gm17396	16
Gm17399	5
Gm17402	0
Gm17409	0
Gm17412	0
Gm17415	2
Gm17416	0
Gm17420	0
Gm17421	0
Gm17428	0
Gm17430	0
Gm17435	22
Gm17450	3
Gm17455	39
Gm17467	0
Gm17469	0
Gm17472	0
Gm17473	5
Gm17477	0
Gm17482	0
Gm17484	82
Gm17490	0
Gm17491	6
Gm17494	40
Gm17501	55
Gm17508	0
Gm17509	4
Gm17511	10
Gm17521	0
Gm17522	0
Gm17528	0
Gm17529	0
Gm17530	15
Gm17535	0
Gm17538	8
Gm17540	3
Gm17541	0
Gm17542	0
Gm17545	0
Gm17546	2
Gm17552	6
Gm17555	0
Gm17571	0
Gm17572	0
Gm17577	0
Gm1758	0
Gm17581	0
Gm17584	0
Gm17590	0
Gm17597	1
Gm17604	0
Gm17606	7
Gm17611	0
Gm17613	0
Gm17617	0
Gm17622	0
Gm17631	0
Gm17634	47
Gm17638	30
Gm17641	17
Gm17644	0
Gm17651	0
Gm17654	0
Gm17655	10
Gm17657	0
Gm17660	2
Gm17661	1
Gm17662	0
Gm17669	0
Gm17690	24
Gm17693	0
Gm17705	3
Gm17709	3
Gm17711	0
Gm17720	0
Gm17728	0
Gm17733	20
Gm17737	0
Gm17740	0
Gm17743	1
Gm17745	5
Gm17746	0
Gm17747	0
Gm17748	0
Gm17749	0
Gm17750	151
Gm17751	8
Gm17752	0
Gm17753	56
Gm17756	0
Gm17764	0
Gm17766	0
Gm17767	2
Gm17768	0
Gm17771	0
Gm17772	0
Gm17775	0
Gm17777	0
Gm17779	0
Gm17780	0
Gm17781	0
Gm17782	0
Gm17783	0
Gm17786	0
Gm17790	0
Gm17791	0
Gm17794	6
Gm17795	0
Gm17796	0
Gm17797	0
Gm17798	0
Gm17799	2
Gm17800	0
Gm17802	1
Gm17804	0
Gm17805	0
Gm17806	0
Gm17807	0
Gm17808	0
Gm17809	3
Gm17811	0
Gm17812	0
Gm17813	1
Gm17814	0
Gm17815	0
Gm17816	1
Gm17819	0
Gm17820	0
Gm17821	0
Gm17822	0
Gm17823	10
Gm17824	0
Gm17825	0
Gm17826	0
Gm17827	0
Gm17828	2
Gm17829	0
Gm17830	0
Gm17831	0
Gm17832	0
Gm17833	1
Gm17834	0
Gm17835	0
Gm17836	0
Gm17837	1
Gm17838	0
Gm17841	0
Gm17844	0
Gm17847	0
Gm17849	0
Gm17850	0
Gm17851	0
Gm17853	0
Gm17867	0
Gm17868	0
Gm17870	0
Gm17872	0
Gm17873	0
Gm17875	1
Gm17877	0
Gm17878	0
Gm17882	0
Gm17885	0
Gm17887	0
Gm17889	0
Gm17890	0
Gm17891	11
Gm17892	0
Gm17893	0
Gm17895	0
Gm17900	0
Gm17906	0
Gm17907	0
Gm17908	0
Gm17909	2
Gm17910	0
Gm17911	0
Gm17915	0
Gm17916	17
Gm17917	0
Gm17918	0
Gm17919	0
Gm17920	0
Gm17921	0
Gm17922	10
Gm17923	0
Gm17928	0
Gm17929	0
Gm17931	2
Gm17932	0
Gm17934	1
Gm17935	0
Gm17936	7
Gm17937	0
Gm17938	3
Gm17940	0
Gm17941	0
Gm17943	0
Gm17944	0
Gm17946	0
Gm17948	0
Gm17949	0
Gm17950	0
Gm17951	0
Gm17952	0
Gm17953	0
Gm17954	0
Gm17956	0
Gm17965	0
Gm17966	0
Gm17967	0
Gm17968	0
Gm17969	0
Gm17970	0
Gm17971	1
Gm17973	0
Gm17976	0
Gm17977	0
Gm17978	0
Gm17979	0
Gm17980	0
Gm17981	0
Gm17983	0
Gm17984	0
Gm17987	0
Gm17988	0
Gm17989	0
Gm17990	0
Gm17991	0
Gm17992	0
Gm17994	0
Gm17995	0
Gm17997	0
Gm17999	0
Gm18000	0
Gm18001	0
Gm18003	0
Gm18006	0
Gm18007	0
Gm18010	0
Gm18011	0
Gm18012	0
Gm18014	0
Gm18015	0
Gm18016	0
Gm18018	0
Gm18020	0
Gm18021	0
Gm18024	0
Gm18025	1
Gm18026	0
Gm18027	0
Gm18029	0
Gm18030	0
Gm18032	2
Gm18033	0
Gm18035	0
Gm18036	0
Gm18038	0
Gm18039	0
Gm18040	0
Gm18041	0
Gm18042	1
Gm18043	0
Gm18049	0
Gm18052	0
Gm18054	0
Gm18055	0
Gm18056	0
Gm18057	0
Gm18058	0
Gm18059	0
Gm18060	0
Gm18061	0
Gm18062	0
Gm18063	0
Gm18064	0
Gm18065	0
Gm18066	0
Gm18067	0
Gm18068	0
Gm18070	0
Gm18071	0
Gm18072	0
Gm18073	1
Gm18074	0
Gm18075	0
Gm18076	0
Gm18077	0
Gm18078	0
Gm18079	0
Gm18080	0
Gm18082	0
Gm18083	0
Gm18085	0
Gm18086	1
Gm18087	0
Gm18089	0
Gm18092	0
Gm18094	0
Gm18095	2
Gm18100	0
Gm18101	7
Gm18103	0
Gm18112	0
Gm18113	10
Gm18114	0
Gm18115	0
Gm18116	0
Gm18117	0
Gm18118	0
Gm18119	1
Gm18120	0
Gm18122	0
Gm18123	0
Gm18124	0
Gm18126	0
Gm18127	0
Gm18128	0
Gm18129	0
Gm18131	0
Gm18132	2
Gm18134	6
Gm18135	0
Gm18138	0
Gm18139	0
Gm18142	0
Gm18143	0
Gm18146	0
Gm18147	0
Gm18148	0
Gm18149	0
Gm18150	0
Gm18152	0
Gm18153	0
Gm18154	0
Gm18155	0
Gm18159	0
Gm18160	0
Gm18161	0
Gm18163	0
Gm18164	0
Gm18165	0
Gm18166	0
Gm18168	0
Gm18169	0
Gm18177	0
Gm1818	3
Gm18180	4
Gm18181	0
Gm18182	0
Gm18183	0
Gm18185	0
Gm18186	0
Gm18187	0
Gm18188	0
Gm18189	0
Gm18190	8
Gm18191	0
Gm18192	0
Gm18193	0
Gm18194	13
Gm18195	0
Gm18198	0
Gm18199	0
Gm18200	0
Gm18201	0
Gm18204	0
Gm18205	0
Gm18206	0
Gm18207	0
Gm18210	0
Gm18212	0
Gm18213	0
Gm18214	0
Gm18215	0
Gm18216	0
Gm18217	0
Gm18222	0
Gm18225	0
Gm18226	0
Gm18227	3
Gm18228	0
Gm18234	0
Gm18237	0
Gm18242	0
Gm18243	0
Gm18244	0
Gm18246	0
Gm18247	0
Gm18248	0
Gm18251	0
Gm18252	0
Gm18254	0
Gm18255	0
Gm18256	0
Gm18258	0
Gm18259	0
Gm1826	4
Gm18260	0
Gm18262	0
Gm18263	0
Gm18265	0
Gm18268	0
Gm18269	0
Gm18270	0
Gm18271	0
Gm18272	0
Gm18273	0
Gm18275	0
Gm18276	0
Gm18280	1
Gm18283	2
Gm18284	10
Gm18289	0
Gm18290	0
Gm18291	0
Gm18292	0
Gm18293	0
Gm18294	0
Gm18296	0
Gm18299	0
Gm18300	0
Gm18301	0
Gm18303	0
Gm18304	0
Gm18305	0
Gm18306	0
Gm18307	0
Gm18313	0
Gm18320	0
Gm18325	0
Gm18327	0
Gm18329	0
Gm1833	1
Gm18330	0
Gm18334	0
Gm18335	3
Gm18336	3
Gm18337	0
Gm18338	0
Gm18339	0
Gm18340	0
Gm18341	0
Gm18342	0
Gm18343	0
Gm18345	2
Gm18346	0
Gm18348	0
Gm18349	0
Gm18350	0
Gm18351	0
Gm18352	0
Gm18353	0
Gm18354	0
Gm18356	0
Gm18357	0
Gm18358	0
Gm18359	0
Gm18360	0
Gm18361	0
Gm18362	0
Gm18363	1
Gm18365	0
Gm18366	0
Gm18367	0
Gm18368	0
Gm18369	0
Gm18371	0
Gm18377	0
Gm18378	0
Gm18379	0
Gm18380	0
Gm18382	0
Gm18384	0
Gm18387	0
Gm18388	0
Gm18391	0
Gm18393	0
Gm18396	0
Gm18397	0
Gm18398	0
Gm18402	0
Gm18403	0
Gm18405	0
Gm18406	5
Gm18407	2
Gm18409	1
Gm18410	0
Gm18413	0
Gm18414	0
Gm18415	0
Gm18416	0
Gm18417	1
Gm18421	0
Gm18422	0
Gm18423	0
Gm18425	0
Gm18426	0
Gm18427	0
Gm18428	0
Gm18429	0
Gm18430	0
Gm18432	0
Gm18433	0
Gm18441	0
Gm18442	0
Gm18443	0
Gm18444	0
Gm18445	0
Gm18447	0
Gm18448	0
Gm18451	0
Gm18452	0
Gm18453	0
Gm18455	0
Gm18458	0
Gm18460	0
Gm18461	0
Gm18462	0
Gm18463	0
Gm18464	0
Gm18465	0
Gm18466	0
Gm18467	0
Gm18468	0
Gm18469	0
Gm18470	0
Gm18471	0
Gm18473	1
Gm18476	0
Gm1848	5
Gm18482	0
Gm18484	0
Gm18485	0
Gm18486	0
Gm18487	0
Gm18488	0
Gm18489	0
Gm18491	0
Gm18492	0
Gm18493	0
Gm18494	0
Gm18495	0
Gm18496	0
Gm18499	0
Gm18500	0
Gm18501	0
Gm18502	0
Gm18503	0
Gm18504	0
Gm18505	0
Gm18507	0
Gm18508	0
Gm18510	0
Gm18513	0
Gm18514	0
Gm18515	0
Gm18517	0
Gm18518	0
Gm18519	0
Gm18520	0
Gm18521	0
Gm18522	0
Gm18523	0
Gm18524	0
Gm18525	0
Gm18526	0
Gm18529	1
Gm18530	0
Gm18531	0
Gm18532	0
Gm18533	0
Gm18537	0
Gm18538	0
Gm18539	0
Gm18540	0
Gm18541	5
Gm18546	0
Gm18547	0
Gm18549	0
Gm18550	0
Gm18551	0
Gm18552	0
Gm18553	0
Gm18555	0
Gm18556	0
Gm18557	0
Gm18558	0
Gm18559	0
Gm18560	0
Gm18561	0
Gm18562	0
Gm18564	0
Gm18577	0
Gm18578	0
Gm18580	0
Gm18581	0
Gm18582	0
Gm18584	3
Gm18585	0
Gm18586	0
Gm18587	0
Gm18588	6
Gm18589	0
Gm1859	0
Gm18591	0
Gm18592	0
Gm18593	0
Gm18594	0
Gm18595	0
Gm18596	0
Gm18597	0
Gm18598	0
Gm18599	0
Gm18600	0
Gm18601	0
Gm18602	0
Gm18604	0
Gm18605	0
Gm18609	0
Gm18610	0
Gm18611	0
Gm18615	0
Gm18616	0
Gm18617	0
Gm18618	0
Gm18619	0
Gm18620	0
Gm18621	0
Gm18622	0
Gm18623	0
Gm18624	0
Gm18625	0
Gm18626	0
Gm18627	0
Gm18628	0
Gm18629	0
Gm18630	0
Gm18631	0
Gm18632	0
Gm18635	0
Gm18636	0
Gm18637	0
Gm18638	0
Gm18639	0
Gm18640	0
Gm18641	0
Gm18642	0
Gm18643	0
Gm18644	0
Gm18645	0
Gm18646	67
Gm18648	0
Gm18649	0
Gm18652	0
Gm18655	0
Gm18658	0
Gm1866	0
Gm18660	0
Gm18665	0
Gm18666	0
Gm18667	0
Gm18669	0
Gm18670	0
Gm18671	0
Gm18672	0
Gm18679	0
Gm18681	0
Gm18683	0
Gm18685	0
Gm18688	0
Gm18689	0
Gm18690	0
Gm18691	0
Gm18692	0
Gm18694	0
Gm18696	0
Gm18697	0
Gm18698	0
Gm18699	0
Gm18700	0
Gm18701	0
Gm18702	0
Gm18703	0
Gm18704	0
Gm18705	0
Gm18706	8
Gm18709	0
Gm18711	0
Gm18713	0
Gm18714	0
Gm18715	0
Gm18716	0
Gm18717	0
Gm18719	0
Gm18722	0
Gm18723	0
Gm18724	0
Gm18726	1
Gm18727	0
Gm18728	0
Gm18729	0
Gm18730	0
Gm18733	0
Gm18734	1
Gm18735	0
Gm18736	1
Gm18737	1
Gm18738	0
Gm18739	0
Gm18741	0
Gm18745	0
Gm18747	0
Gm18748	0
Gm18749	0
Gm18751	0
Gm18752	0
Gm18753	0
Gm18755	5
Gm18757	0
Gm18759	0
Gm18760	0
Gm18761	0
Gm18762	0
Gm18763	0
Gm18764	0
Gm18765	0
Gm18766	5
Gm18769	0
Gm18770	0
Gm18771	0
Gm18774	0
Gm18775	0
Gm18776	0
Gm18777	0
Gm18779	0
Gm18780	0
Gm18781	0
Gm18782	0
Gm18783	0
Gm18784	0
Gm18786	19
Gm18787	0
Gm18789	0
Gm18791	0
Gm18795	0
Gm18796	0
Gm18797	0
Gm18798	0
Gm18799	0
Gm18800	0
Gm18801	1
Gm18802	0
Gm18805	0
Gm18806	0
Gm18807	0
Gm18808	0
Gm18811	0
Gm18812	0
Gm18813	0
Gm18814	0
Gm18815	0
Gm18820	0
Gm18821	0
Gm18822	8
Gm18825	0
Gm18827	0
Gm18828	0
Gm18829	0
Gm18830	3
Gm18832	0
Gm18833	0
Gm18834	0
Gm18838	0
Gm18839	0
Gm18840	0
Gm18842	0
Gm18843	0
Gm18848	0
Gm18849	0
Gm18850	0
Gm18851	0
Gm18852	0
Gm18853	0
Gm18854	0
Gm18855	0
Gm18856	0
Gm18857	0
Gm18859	13
Gm18860	0
Gm18861	0
Gm18862	0
Gm18863	0
Gm18864	0
Gm18865	0
Gm18867	0
Gm18869	0
Gm18870	0
Gm18871	0
Gm18873	0
Gm18875	0
Gm18876	0
Gm18877	0
Gm18878	0
Gm18879	0
Gm18880	0
Gm18881	0
Gm18883	0
Gm18884	0
Gm18885	0
Gm18888	0
Gm18889	1
Gm18890	6
Gm18891	0
Gm18892	0
Gm18893	0
Gm18894	0
Gm18896	0
Gm18899	1
Gm18900	0
Gm18901	0
Gm18903	0
Gm18904	0
Gm18905	0
Gm18907	0
Gm18908	0
Gm18909	0
Gm18910	0
Gm18911	2
Gm18913	4
Gm18914	0
Gm18916	1
Gm18917	0
Gm18918	0
Gm18921	0
Gm18924	0
Gm18926	0
Gm18927	0
Gm18929	0
Gm18930	26
Gm18934	0
Gm18935	0
Gm18936	0
Gm18939	2
Gm18940	0
Gm18942	0
Gm18943	8
Gm18944	0
Gm18945	0
Gm18948	0
Gm18949	1
Gm18952	0
Gm18953	0
Gm18954	0
Gm18955	0
Gm18956	0
Gm18957	0
Gm18958	0
Gm18959	0
Gm18960	2
Gm18961	0
Gm18962	0
Gm18963	0
Gm18964	0
Gm18968	0
Gm18969	0
Gm18970	0
Gm18971	0
Gm18972	0
Gm18973	0
Gm18974	0
Gm18977	0
Gm18978	0
Gm18979	0
Gm18980	0
Gm18981	0
Gm18982	0
Gm18983	1
Gm18984	0
Gm18985	0
Gm18986	0
Gm18988	0
Gm18990	0
Gm18991	0
Gm18992	0
Gm18993	0
Gm18994	0
Gm18995	0
Gm18996	0
Gm18997	0
Gm18999	0
Gm19000	0
Gm19001	0
Gm19002	0
Gm19005	0
Gm19007	0
Gm19009	0
Gm19010	0
Gm19011	0
Gm19012	0
Gm19013	0
Gm19014	0
Gm19015	0
Gm19016	0
Gm19018	0
Gm19024	0
Gm19026	30
Gm19027	0
Gm19028	0
Gm19029	0
Gm19030	0
Gm19031	0
Gm19032	0
Gm19033	0
Gm19034	0
Gm19035	0
Gm19039	0
Gm19040	16
Gm19045	0
Gm19046	0
Gm19047	0
Gm19050	0
Gm19052	0
Gm19056	1
Gm19057	0
Gm19058	0
Gm19060	0
Gm19062	0
Gm19065	0
Gm19066	0
Gm19073	0
Gm19074	0
Gm19076	0
Gm19077	0
Gm19078	0
Gm19080	0
Gm19082	0
Gm19084	0
Gm19085	0
Gm19086	0
Gm19087	0
Gm19088	4
Gm19089	0
Gm19090	0
Gm19091	0
Gm19092	0
Gm19093	0
Gm19094	0
Gm19095	0
Gm19096	0
Gm19097	0
Gm19098	0
Gm19099	0
Gm19100	0
Gm19102	0
Gm19104	0
Gm19108	0
Gm19109	0
Gm19111	0
Gm19113	0
Gm19114	1
Gm19116	0
Gm19118	0
Gm19119	0
Gm19120	0
Gm19121	0
Gm19123	0
Gm19124	0
Gm19125	0
Gm19126	0
Gm19127	0
Gm19129	0
Gm19131	0
Gm19134	0
Gm19136	1
Gm19137	0
Gm19139	0
Gm19140	0
Gm19141	1
Gm19142	0
Gm19144	0
Gm19145	0
Gm19146	0
Gm19147	0
Gm19148	0
Gm19153	0
Gm19154	0
Gm19156	0
Gm19157	0
Gm19158	0
Gm19159	5
Gm19161	0
Gm19163	0
Gm19164	1
Gm19165	0
Gm19166	0
Gm19168	0
Gm19169	0
Gm19170	0
Gm19172	0
Gm19173	0
Gm19174	0
Gm19175	0
Gm19176	0
Gm19177	0
Gm19178	0
Gm19179	0
Gm19181	0
Gm19182	0
Gm19183	0
Gm19184	0
Gm19185	0
Gm19186	0
Gm19187	0
Gm19189	0
Gm19193	0
Gm19194	0
Gm19195	0
Gm19196	171
Gm19197	0
Gm19198	0
Gm19199	0
Gm19200	0
Gm19201	0
Gm19202	0
Gm19203	0
Gm19206	0
Gm19207	0
Gm19208	0
Gm19209	3
Gm19210	0
Gm19211	0
Gm19212	0
Gm19214	0
Gm19216	0
Gm19217	0
Gm19219	0
Gm19220	0
Gm19221	7
Gm19222	3
Gm19223	0
Gm19224	0
Gm19227	0
Gm19228	0
Gm19231	0
Gm19232	0
Gm19233	0
Gm19235	0
Gm19236	0
Gm19237	0
Gm19238	0
Gm19239	0
Gm19241	0
Gm19243	1
Gm19244	0
Gm19246	1
Gm19248	1
Gm19252	0
Gm19253	0
Gm19254	0
Gm19256	0
Gm19257	0
Gm19261	0
Gm19265	15
Gm19267	0
Gm19269	0
Gm19272	0
Gm19276	0
Gm19277	0
Gm19280	0
Gm19283	0
Gm19287	0
Gm19290	0
Gm19291	0
Gm19299	0
Gm19301	0
Gm19303	0
Gm19309	0
Gm19311	0
Gm19312	0
Gm19320	0
Gm19324	0
Gm19325	1
Gm19326	0
Gm19327	0
Gm19331	0
Gm19334	0
Gm19335	0
Gm19337	0
Gm19340	0
Gm19345	79
Gm19353	1
Gm19366	2
Gm19368	0
Gm19371	0
Gm19385	0
Gm19391	15
Gm19395	0
Gm19399	0
Gm19402	0
Gm19409	0
Gm19410	1265
Gm19412	55
Gm19418	0
Gm19426	20
Gm19427	0
Gm19428	0
Gm1943	0
Gm19430	0
Gm19434	0
Gm19437	0
Gm19439	26
Gm19441	0
Gm19445	0
Gm19457	0
Gm19459	0
Gm19461	13
Gm19466	0
Gm1947	1
Gm19480	0
Gm19486	0
Gm19498	0
Gm19500	2
Gm19503	8
Gm19505	0
Gm19510	0
Gm19514	0
Gm19519	5
Gm19522	20
Gm19531	195
Gm19540	0
Gm19541	0
Gm19552	0
Gm19553	0
Gm19554	65
Gm19557	1
Gm19560	0
Gm19563	0
Gm19566	1
Gm19569	10
Gm19571	0
Gm19572	0
Gm19582	7
Gm19583	0
Gm19585	9
Gm19587	7
Gm19589	0
Gm19590	6
Gm19596	0
Gm19599	0
Gm19605	48
Gm19610	0
Gm19611	0
Gm19612	0
Gm19617	0
Gm19619	4
Gm19620	1
Gm19624	0
Gm19637	0
Gm19640	0
Gm19641	0
Gm19649	0
Gm1965	0
Gm19653	0
Gm19656	0
Gm19658	0
Gm1966	2
Gm19666	0
Gm19667	0
Gm19668	0
Gm1968	0
Gm19680	0
Gm19683	0
Gm19684	0
Gm19688	0
Gm19689	0
Gm1969	0
Gm19692	0
Gm19694	0
Gm19696	1
Gm19705	17
